worker_id,task_id,task_response_id,is_reviewed,review_score,tweet_id,text,username,bio,Categorize the tweet
WFRWYPY7XZJ9,2f94905e-7ef5-443f-92d3-9dbff0ed864b,4452a7d6-2c62-4e0c-9667-164bb5706d7c,false,,1540796199057252352,"@GaryBurford12 @britknee_00 @FoxNews @stoolpresidente The moment that Roe was overturned, trigger laws immediately… https://t.co/gOOXoQCul5",EfficientBreach,,Pro-choice
2AZWNZRTVACE,3db4659b-086b-404b-b761-437bb7f7b22d,4462614c-1119-4327-9ff0-705c1cf366ec,false,,1540795915463806976,"@iSurmise3 @POTUS @MurchDave Yet, no rights are taken away from men.              Contraception can fail. Ectopic p… https://t.co/WcU6k5RTKL",peppertux,Retired public school SLP,Pro-choice
ZNXMTR4YRRAP,e7887308-3b42-4f82-ba7c-7db71cc31904,4486cb1a-3096-4efe-bd6f-8a0081d0d8f9,false,,1540796131583705088,@TimG90730962 @nonyabi88117386 @username198653 @ckh82003 @Cyderisdead @MostlyPeacefull @GovWhitmer You only have th… https://t.co/9JBOPSE5OU,Essen419,proud political activist and obsessed with learning & knowledge.,Pro-choice
4TG67HVWJNDP,5d0d8ba1-e7e6-4b99-9b20-89c0397bf4a8,4498e245-0ad6-40ca-8c35-d310a96c2b18,false,,1540795742188670976,@SheilaB910 @ms_synonym @ruprechtsfork @POTUS Abortion is trauma cause the baby screams in pain,georgiegirl1216,I'm a Disabled Army Combat Vet. Mother and Wife. I love the USA! r/t doesn't mean endorsement.,Pro-life
T3RMAEPRMD6J,aba945d5-c7aa-4512-b9fe-818f19e99c79,44b9480b-197b-498d-8189-222a7e68d542,false,,1540795741769060352,"@BetteMidler Here in Texas, complete strangers can bring a suit against anyone who aids a woman who they suspect go… https://t.co/F5WIx9dGf1",JudyJohnston28,,Pro-choice
Z239E43AATKE,835d120a-66c3-4b00-a280-d612ec97a04d,4521c71a-ab7e-4898-bde9-7bea6398c22f,false,,1540796173866385408,@4HollyF @itsJeffTiedrich We live in New York State. If either of our adult daughters ever needed ton have an abort… https://t.co/VuVPrcWbZO,Falise22,NO DM’s! #fuckcancer #BlackLivesMatter #racismistaught #bidenharris #voteblue 💙🌊 #billsmafia4life #ninisgigi ❤️🦬🏈,Pro-choice
Z6J69GNZYEXY,ff4ffd7d-7adb-48b9-8985-34a08ac375a6,4578c566-bbcb-416b-a7d7-63320f2c0d5c,false,,1540795947814293505,@dr_ryan76 @JeremiahDaws Rape and incest made up about 5-10% of all of unplanned pregnancies. Certainly you aren’t… https://t.co/Ktm48vYq4t,KrewsLady,"Retired nurse, conservative voice.",Pro-life
CAG2KV7YTM69,0858f977-4f9d-4dd9-b23c-131530507e94,46581462-287f-4cc7-bc8a-5ed1f106ba20,false,,1540794163238764544,"Agreed. 

Revoking Roe v. Wade and using Christianity (and Catholicism, specifically) as justification removes reli… https://t.co/dhJBDDsXy8",ahemgeed,"New York is home, but Massachusetts had me for a while (loved it so much, I came back to NYC).#racialjustice, #collegeaccess, and #edupolicy. tweets my own.",Pro-choice
Z6J69GNZYEXY,4f3b6dea-9950-4eb1-a0a7-26736ec5e3be,46a2a5ac-6dee-4ca3-91c5-0d2a3e88e74b,false,,1540796730047725568,This Supreme Court Roe v. Wade ruling is pure evil – and the court just made a huge mess for itself… https://t.co/Rz0X6Z1Ptg,DavidGr07837209,"Co-operator, co-operation, co-operative values and principles, democracy instead of plutocracy, equality and solidarity with trade unions, truth and facts.",Pro-choice
VME4939DFDXR,f5c241e4-07a6-4042-8b5f-5f8fdf68cb1b,46a2f025-9bf1-460d-91c7-a50aee874a01,true,,1540795871067095041,@odosnarf @MollyJongFast @HC_Richardson That’s why states/people have to go back at the Supreme Court on this. Abor… https://t.co/zTugKdQhKl,eacamp3,,Pro-choice
7R2NKCJQNXPP,6ea451c6-44fc-4af3-aa72-bcf246deb1c1,46c54a7b-0666-4369-b6b4-5c7e485d9272,false,,1540796117314482178,@callierules4151 @TeresaMayNot @Puddledumpling I'm scared about the direction the country is going and I don't reme… https://t.co/MFsSIwJZPA,prplchknz,"IDK read my tweets to see if I'm worth following. Also no dms I'll unfollow also no, I don't want to fuck you,I'm ace",Pro-choice
QEZAEMV2WF9D,ca0be4f7-4f7f-43fc-9f93-d7232db7c586,46c5f1d3-0d68-4ce2-aeb2-0a965c469558,false,,1540795694994391041,"From: catlovercathy63@yahoo,com

FWD: FWD: FWD: FWD: FWD: FWD: FWD: FWD: FWD: FWD: FWD: FWD: FWD: FWD: FWD: FWD: FW… https://t.co/5DUlTy2Cy3",abram_facts,ohio state affiliated media,Pro-life
R7XYZ4FKMFF9,a2680519-3834-4129-8683-1e53dc5afec1,46ce7fbd-3b5b-4bda-af83-16e42d75495d,false,,1540784623399055362,"@SMBWhitney @BarackObama Its funny you bring up Ginsberg, she stated many times Roe vs Wade was bad law.",KeithBruceD,,Pro-life
VNAQPVX4R36A,5f794488-7690-448d-af4c-4b89e6c4098a,46d455b7-5e2a-4ced-9403-ed54daccd8eb,false,,1540784774377242626,"If you think that the supreme court overturning Roe vs Wade is a good thing and you are celebrating, never speak to me again!!👍",mileslee_,he/him,Pro-choice
73FP3QEHRD7V,d1b0f048-5c07-445f-acea-b9c25e05fba1,46da7911-216d-47d7-831c-108bce2bd1c0,false,,1540793941611556866,Roe v. Wade has just been overturned – and abortion rights activists from across the world are fighting back. Join… https://t.co/TUkjxDPMFq,watershare,"making a difference by pursuing good water governance @ the interface of law&science, for judicious use & protection of our resources because #BlackLivesMatter",Pro-choice
VME4939DFDXR,2cc0c45b-ed14-45b6-9833-6b2eefe47051,46ee2189-3092-4297-8d88-4d2a55595ad1,false,,1540795640241864704,3. Go on a financial strike and refuse to buy anything other than essential goods.  Tell the media you are on strik… https://t.co/txbNYPqtJR,Ge2022A,"We will NOT be silenced, a General Election in 2022 is the only way to save the UK from complete ruin.  2nd Account, original got hacked - Court for the guilty!",Pro-choice
XKEQPPFJWHY9,bcc0ea6a-4295-490b-8a92-f0d8e2648030,471274de-578c-4de4-9a01-4c7fcdf565b7,false,,1540795319754956802,Thank you to the guy who climbed that bridge in DC to protest the overturn of Roe v Wade &lt;3,JediAmanda,"Classical Vocalist, Voice Actor at Siren VO, Part of WMGSO, Streamer.",Pro-choice
GM7WMPEN2H9W,8dcc0f0f-5e2b-4ca3-b008-bb36175eb1f1,478b978c-ab57-4a84-902c-05c831198d7a,false,,1540795810857623559,Real. Babies die in an abortion https://t.co/2Mj95oqIQo,Jayna83072151,,Pro-life
DK4H9CMZRWET,2e0af437-5f6f-43f1-a16a-0180871ef7b2,47caf076-f88a-4103-adc2-3d9e67d5f6ab,false,,1540796121538351104,It's a form of discrimination! I think you are correct lawsuits will be coming. It's discriminating against people… https://t.co/Xqa42MctPz,coalburne,"POLITICALLY INCORRECT ZONE! God save America! Fighting For FREEDOM while looking for friends & fun. 1A, 2A, 🚫trains or BLOCKED! GETTR - @JamesCoalburn",Pro-life
T3RMAEPRMD6J,0b6280a8-c323-4e7d-9ebb-0e529a0f8658,47ebe381-7ad5-4e22-839a-47dd6a1003a6,false,,1540784512887570436,annoyed i can’t voice my opinion on roe v wade in my house bc my mom is anti choice,webbskidney,treat people with kindness // blm,Pro-choice
FPMCK2P37RW2,47d95fdd-811b-4520-8a9a-d4f068be804c,486bc7c0-b83f-42d3-aa60-620a837cbcee,false,,1540795405767548928,They will protest Roe v Wade.  But not a experimental vaccine that was mandated!,sjmiller1068,"Owner Op. 48 state trucker
Pro 2nd and a Constitutionalist.
Conservative by nature. Born and raised in Long Island New York.",Pro-life
73FP3QEHRD7V,244988c3-e70b-482b-8100-a08ea7dc8763,4899342f-f9f7-4b47-9d29-a561b967130d,false,,1540795691898769408,@redgoesface @GavinVerhey You're acting like pregnancy is incidental and not 9 months of grueling medical intensity… https://t.co/IO0L6s4mid,Mist3rBadg3r,"the garbage man with the garbage plan (he/him is fine)
https://t.co/kKSmCkYVNd",Pro-choice
7R2NKCJQNXPP,e163dd56-b293-4873-a3ee-fbc83ab3bdf1,48b1a22b-4a49-4f18-877d-4329527b24ec,false,,1540795809456857088,@SubduedRadical @rgrokett @AverageCTZN2k21 @ImALittleBitShi She ended up going septic and DYING because of it. All… https://t.co/en7P0Bzxpi,amy_mariee,"30 | Canadian | NΔM |. I'm a travel addict, & I stream sometimes https://t.co/MWCsSls50M Twitch Affiliate Past Homes: 🇬🇧 🇦🇺 🇮🇪",Pro-choice
2AZWNZRTVACE,31c560b7-2e73-4555-8f7d-08e9ffd592c6,48b1c525-d79a-454f-96e4-35842ffcd870,false,,1540795762681925632,Of f*cking course my dad thinks Roe V Wade being overturned is a good thing. Not because he’s pro life but because… https://t.co/966n3v7MAH,Chaoticmess_23,"Just trying to add happiness. Genderfluid, autistic System,Wiccan nickname Catkin DMs open 🐈Anna // Sophia 23 they/them/catkin header made by @BlTCHWITHANAXE",Pro-choice
9R3XRNAAW7RR,a4e89a97-c949-40df-a4ec-7c055ca34006,48b2ec43-6487-48a3-9db8-894997399a02,false,,1540795869955379203,"Just a reminder in case you think the government is going to do one damn thing to advocate for abortion or even, mo… https://t.co/NV4sTunBXO",MarcieBianco,"Lesbian Feminist, writer, cultural critic. #DeepLez creator. Atheist. Views=always my own. She/Her",Pro-choice
Z6J69GNZYEXY,a4627577-156c-443f-b60c-6d1311ade815,48c264c1-ec03-4efc-aaa9-6812e403a212,false,,1540784754210926592,@alexismcgill Roe v Wade is no longer. Wonderful!,BrianBlumfield,,Pro-life
DPNAMHPJRREC,87438523-d8c9-4bf2-9a3d-90fce46fe762,490dfce0-0161-4716-9408-07f39b51b08b,false,,1540793875111067648,@OOCAdult Still bitching and moan about Roe v Wade overturn.,GMAnime101,"Drawing, Trains, Dancing, Acting, Singing, Movies, Music, Visio games, and Animation.",Pro-life
Z239E43AATKE,a0258dde-3b4d-4793-94a1-9d7c38ce6547,4925df4a-3220-4573-b408-5058fe9a1d73,false,,1540795888116699136,"Perhaps the Dems should just say that @POTUS is doing God's work at our Southern border 

""Whoever is kind to the p… https://t.co/VzhDfoQrMZ",Suzee42755,"Lover of animals, food, cooking, family, friends. Former R. Trying to be nicer 😣 
PA Extraordinaire. Never underestimate the help. 
NO DM's",Pro-choice
R7XYZ4FKMFF9,729b76af-783c-4d12-b9b5-d907aabb5b7b,4950c94f-f0f0-4233-8f15-d738e6f81505,false,,1540796107076149249,@Ghrimfoam Them and their daughters will always have safe abortion opitions,WhiskeyKarma122,"I play ps4 and switch games,stream when I can, and always on the next adventure.
Pan/Bi, Gemini, and Witch.
5/4/24",Pro-choice
WZZMK43NG9CA,7a24a259-46d8-4dfb-81d8-a543606451b3,49719cd3-45e7-401a-adc4-3f11f0ce68da,false,,1540796217751351296,@coaxialcreature @Zanvil_F Abortion ban affects more than just biological women.,Moshepupik1,Peace please with the Arab world. Proud JEW and ZIONIST. Pro Crypto.,Pro-choice
QEZAEMV2WF9D,72ff8999-4f97-4b2d-92c9-98cce9466790,497e4898-2815-49ca-825d-e60152e38ca3,false,,1540795951480156162,"#RoeVsWade 
I am very left leaning on most issues, when I comes to abortion I am squarely in the Feingold camp. 
""T… https://t.co/eiYzPOkNo9",mrlibbyrad321,"Small Government Socialist. Poor Working Class Idiot. Revolutionary.
Join my cult!",Pro-choice
6CNHTCG6W6XM,cedd9d22-4202-423c-998c-393ad3694d0f,4981f02a-b498-4288-ad91-f73543089b34,false,,1540794612188471297,"#GOPWarOnWomen FACT: 70% of Americans support Roe vs. Wade, yet SCOTUS and the Republicans are the people making th… https://t.co/40hUPECDyF",BLKROCKET,Social commentary  writer. Watching the march of low human folly and high mark of achievement one byte at a time.,Pro-choice
DPNAMHPJRREC,a33893b2-9049-4a04-9b6d-e8f52adf0b02,49b23abe-c9b6-4fd8-98c7-55644ee96ad2,false,,1540796121114562568,"""wE cAnT dEfEnD aBoRtIon RigHtS bEcAuSe iTs nOT iN thE cOnsTiTuTiON"" my brother in Christ, shut the fuck up.",Kaseyisbor3d,"🖌 Artist🖌
🤓 Flunking out of college🤓

Slap my salami, the guys a commie",Pro-choice
FPMCK2P37RW2,009ca4fd-cb5e-452a-a0fb-33638321f760,4a375ab4-4c7d-415f-a056-b626179f8792,false,,1540795856349106177,crazy how liberal women are literally unable to conceive of opposition to abortion as anything other than some nefa… https://t.co/164NUh5jLM,kangacoom,,Pro-life
KY33NRPCAEZT,67ccc029-215d-4c0b-aaff-72397b943f96,4a43a4ee-8a2b-4df0-9a24-dea43e0915f9,false,,1540796330364248064,The left is upset over Roe V. Wade but aren't you the ones that blurred the lines on what a woman is for us to even… https://t.co/DV9389eJ84,SkipperHowls,"* penis villenueve ( dir., Nude ) @the_damn_muteKi cares ❤️❤️❤️",Pro-life
2AZWNZRTVACE,ba262a71-7067-4bc4-b5c8-3e5d9287a7ab,4aa798c7-876b-406a-b5a6-cdd88d4f514a,false,,1540784531149447168,@ewarren https://t.co/S2VAwXI9n8,54Libertarian,,Pro-choice
7R2NKCJQNXPP,bbabca64-df00-456a-b8da-c3d9b4970a28,4aeb4755-a89a-4d4b-b67b-6b709a941371,false,,1540795775579455490,@POTUS Abortion is murder,XsaberAnimation,Animations for all coming soon,Pro-life
QEZAEMV2WF9D,b2a82cb3-b481-45a9-abf1-c8a856211575,4b02da89-2d6f-4c22-b7a9-36774000b97c,false,,1540795108173484032,"LADIES LETS DO EXACTLY WHAT THE MEN ARE SAYING.
LETS KEEP OUR LEGS CLOSED UNTIL THEY REVERSE THEIR RULING..

OVERTU… https://t.co/9iILjqRkMf",seeroftheunseen,"I am intuitive🔮✨2012 , life coach, a music🎵/book📚/sex💦/food🥗🦐🥓/nature 🍃lover- made of the finest elements✨🌠",Pro-choice
WFRWYPY7XZJ9,240be608-57f3-4de2-9790-fb14d0383916,4b71ac21-a848-45c9-94b4-01d69b570803,false,,1540795860279099392,Roe Vs. Wade Supreme Court Ruling On Abortion Sparks Outrage — &amp; Action — From Hip Hop Community… https://t.co/UnZskfRIeH,trevorleit,I do it for you! #DeveloperDad #MusicGuru #OhioForLife,Pro-choice
DPNAMHPJRREC,37e4c051-6371-4be3-b789-439cd41ad03a,4b8b336a-960c-4805-8d29-7008445b22dc,false,,1540795756176502784,@MonicaLewinsky Abortion is murder no matter how u try to look at it,Jimyjoeg,,Pro-life
WFRWYPY7XZJ9,bcdc9fed-765c-40b0-aa01-b39b7a6d8bbf,4b9d835b-a93f-45c2-89b8-a5db175fc182,false,,1540795272170577921,@gulliblebeaut @Biscuitlegss @RDusssy @freemindom @LVMoose19 @NikkiFried Yah nobody in Germany at the time cared ab… https://t.co/O5j8bkcvzZ,MartensonHunter,,Pro-life
WFRWYPY7XZJ9,fb77e1b2-70d8-4ae1-94af-e38fdedcb60c,4bb2a8d3-5ac5-4582-8aec-6ad5dd2bd9ab,false,,1540796659369742336,every male comedian today is starting their set with “so roe v wade got overturned :/ bummer :/“ like go rot please,shroomrry,"mocha pot, monday (she/her)",Pro-choice
FPMCK2P37RW2,b78d7fce-d3fb-43fd-8de7-6f58aae6a3bf,4c4214c6-21d1-4bc3-9391-5369e754d02f,false,,1540796558135898112,For all Bernie Sanders Revisionist History Liars!!Bernie is BIG contributor to loss of Roe vs Wade by Supreme Court… https://t.co/jpZUyb1b3V,ROSEMARYSPRAGG1,Sports Media : Please DO NOT send me DMs or links! Thank you!,Pro-choice
2AZWNZRTVACE,4dad93d1-18a4-4372-a8bd-abfa7ec281d2,4c54c61f-a637-44f5-99fc-8432deeb8836,false,,1540795137441206272,@nathaliejacoby1 Start phrasing this as the Right to Privacy. This is going to have far reaching ramifications than… https://t.co/pEAFzkTa2i,IcyKitty7,🐬da🐬🦊🐰🐻🐿️🐧,Pro-choice
R7XYZ4FKMFF9,52194d25-ccf4-4c53-9c2f-38241225adf7,4cb61353-c52d-46fa-99b1-5a0a7719e418,false,,1540796919118589953,"@TheRealMatt22 @seankent @atownsquare Precedent held segregation in place, just as it did Roe v. Wade. Defending Ro… https://t.co/onXx0h6HXt",ndv0r,Speedcore vibes|LET'S GOOOOOO!!!,Pro-life
2AZWNZRTVACE,20c38e1b-9709-4a4c-adbf-966760ec9cb7,4ce4185f-cc21-4221-a132-48b4813adeff,false,,1540784546358202368,"Hi

I'm a gay trans man

I can actually still get pregnant

Roe v Wade affects us, too, Winnie

Please for the love… https://t.co/MHF4qeOwif",GraysonGoal,"LGBTQ+ health nerd, writer, activist, comms, polymath | #SJIA #Rheum #MCAS #ADHD #GiveUsThisDayOurDailyThread | Other accts @ChronicSexChat @SpookySconnie",Pro-choice
Z6J69GNZYEXY,b8948cf1-f210-4e51-998e-8c7be0976ba0,4d660038-ebf0-4c3b-8c45-6afefd4dfb7f,false,,1540796092371066880,@cappyswife01 They know a pregnant employee will cost them more than an abortion trip. They’re paying you (playing you) to get an abortion.,OSansabelt,Runs great. Lo Miles. Clean headliner. Must be seen to appreciate.,Pro-life
R7XYZ4FKMFF9,f032d0c6-3c0d-4e38-b389-148be6bd2983,4dec7de1-022e-48ab-b2ff-5fa6961a36af,false,,1540797037570146305,I love my husband. He flew with someone today who was happy about Roe v Wade. He let him have it. He’s fired up. He… https://t.co/pEe9u2s2V8,Voktak,"Anti-GOP, pro-choice, 🌈, autism-acceptance, ADHD, pro-vaccine, lover of furry critters, #left, anti-Trumpism, pro-gun control, environmental science",Pro-choice
WFRWYPY7XZJ9,d60fb49a-00cd-48f1-8e8a-921b8ad460da,4ee51567-9c18-461f-b8d1-980c5c884603,false,,1540795699079458818,"@Sen_JoeManchin 😳❄️❄️❄️😳

Too gullible or just too corrupt to be in office???..🙄

Yeah, right???...😉

""Susan Collin… https://t.co/pSTgTtXc5r",GtrTaz,,Pro-choice
FPMCK2P37RW2,4a7548b6-b327-46d8-b798-06c32171b677,4fa09710-e607-4e8d-850a-567833e91f64,false,,1540793999220281345,"The article includes safety information, too:

https://t.co/XnwFESV9Ch",cynthia_ward,"Writer, #SFFH etc. New book: Adventure of the Golden Woman (@AqueductPress). With @NisiShawl, coauthor, Writing the Other.  Pronouns: she/her. RT≠endorsement.",Pro-choice
7R2NKCJQNXPP,2cf7261b-c6bb-4b15-81c4-30276d016971,503ba35e-daa6-4f2c-b4ac-5142fd1643ce,false,,1540784542323134467,We just repealed Roe v. Wade and my Senator is posting on main about wanting to bring back segregation. https://t.co/v25E0dl6eX,LimitPreheat,I make wow guides - World First #warcraft Mage guy - Guide writer for @wowhead -former @liquidguild officer/raider/OG-part time host/caster💖@britswitz,Pro-choice
AMXMPYF9CYAJ,cf999432-917f-4d4c-bc06-d1157ea639cf,50869361-7eb1-44d8-a355-cf7cd101bd61,false,,1540796070367821824,"@IceManIsaac Also, abortion bans are unconstitutional since the opinion of when life begins is in many cases based… https://t.co/OkgJTrGi3M",DweblinVeltz,,Pro-choice
VME4939DFDXR,dacad004-86a1-4c58-a874-b30e87aa3493,51ab58be-172a-4268-9db2-472ef7cfb05b,false,,1540795986527719424,https://t.co/XMVpvVNvD2,IngeniousGal,"I love my family. I'm honest, caring, & creative. I love baking, cooking, reading & the ocean, watching my fav TV shows and movies.  I'm generous to a fault!",Pro-choice
WFRWYPY7XZJ9,baf9b6d2-e329-430d-98a4-26ce1202c2a4,51c8cb52-2da8-4c8d-b85a-945a45033fa4,false,,1540796041506697216,@SemperFireworks @TheRickForReal @KeithOlbermann Support for abortion access is also bipartisan. And there are a LO… https://t.co/dPA0OU6gRq,RealBCThinkTank,"Former Senior Comms Advisor for the govts of BC, NWT and Canada. Abortion is essential healthcare. #Resist #WearAMask",Pro-choice
FQG6KZ9NADDZ,08e51da2-5d5b-4377-8f49-bbf02f7eee41,51ce4fc9-9eea-4203-914f-cdb233f102b2,false,,1540794801095860225,@MeredthSalenger My fella thinks the whole Roe v Wade thing might be a way for Republicans to incite Democrats to v… https://t.co/PBZNUTnY9b,PortiaFendeman,I am the Queen of Pop ... Culture,Pro-choice
2AZWNZRTVACE,2fdc2c43-451c-4a5a-8969-9b5c5cd1eaec,51da8b15-f4b9-41c8-b093-9d984f8a5bfc,false,,1540784882015580161,"Thank you ⁦@JayInslee⁩, ⁦@GavinNewsom⁩, ⁦@OregonGovBrown⁩

Next steps for Washington, Oregon, California after Roe… https://t.co/wDdzzKpOlp",Hooplaoly,"Liberal, love politics; follow smart, funny people. Lover of books. #khiveforBidenHarris2020, #oldwhitebroads4Kamala #BlackLivesMatter",Pro-choice
VNAQPVX4R36A,df0e6304-e1c4-4103-a3fe-357be8278d5b,51ec307c-454c-4ee1-94b7-cdf244c9ab7e,false,,1540795899722571777,@Patriot18The @AlabamaParadox @McBrideLawNYC @SunshineMustang @RepLizCheney You find one nut job and try to extrapo… https://t.co/pBY1nWy5O0,pastajoe5,,Pro-choice
FPMCK2P37RW2,1700aa2c-8884-4b8b-90fe-122caca6ddaa,51f28491-1a7b-490f-83df-96b064c49d3c,false,,1540784736829788160,"@baseball99 @BarackObama The reason Roe V Wade was struck down is that these justices believe, religiously, that th… https://t.co/TdXMex9OiL",LaheylaRae,We construct our beliefs from our experiences. It is the rare soul who understands their own experiences do not tell them all they need to know of the world.,Pro-choice
7R2NKCJQNXPP,fe85de80-e7f5-4910-ae89-9f0e331d7e52,52881f33-37ce-417f-b594-3c35e9648a79,false,,1540796156183207941,"@RinainDC In May 2022, the attempt to codify Roe Vs. Wade failed because 50 Republicans voted against it.

If you w… https://t.co/ZWyC439wDf",NoThankYou789,“Turn your wounds into wisdom.” — Oprah #BidenHarris2020                   “There will come a day when Donald Trump is gone. But your dishonor will stay.”,Pro-choice
Z6J69GNZYEXY,df781c67-5032-464f-b373-49e63e586abc,52a57d46-8367-4f56-91be-0ac2b6292c50,false,,1540795264981762048,Reminder that cis women aren’t the only people being affected by Roe v. Wade being overturned ! All people with ute… https://t.co/SGcA3JYl9s,PineroFatima,IG: fatima_pinero,Pro-choice
DPNAMHPJRREC,eef04fbc-f9f6-41f4-ac80-291eca94f936,52bac715-dccd-47e2-8948-810fa9cf056a,false,,1540795752946868225,Cops are gonna be the ones enforcing the new abortion laws. #ACAB,Yeti_Abides,"🏆Live Event Host🃏Comedian🎙I talk in to microphones- yes, I have a podcast👉 @CUULPodcast.  Adult living w ADHD | #KeepGoing (he/him)",Pro-choice
X6P6DQRXD62A,3d58d0e3-825a-40a4-b6c5-7afdbb8ccfd7,533d7e63-0fd0-49ab-ac7f-8c8822b2db68,false,,1540794625203392513,The first amendment protects us from becoming a country ruled by religious doctrine. The SCOTUS is in violation of… https://t.co/GmKJlZW1T5,davidmweissman,"Army Vet, Former Republican, former Trump supporter, proud Jewish Liberal Dem. Opinion writer for @OccupyDemocrats. @WWE @AEW @IMPACTWRESTLING fan.",Pro-choice
73FP3QEHRD7V,2fda9705-9265-4f32-985a-4f62d33594ea,540568e6-71fb-4609-b7d6-0fbf71040081,false,,1540796195466932226,@jetsarebest @fireflymagnolia silence is violence and the pro choice groups are posting a TON and a lot of misinfor… https://t.co/CHxVXuL6DV,MikaelaJ_07,,Pro-life
KY33NRPCAEZT,b1d1ee7e-361c-49e1-b508-e9b2eb035420,5441c0d3-bb07-4680-a5c5-52175b147e4b,false,,1540796020623392771,@YeonmiParkNK So much respect for you Yeonmi. You're story brought me to tears. As a Canadian Male &amp; no dog in the… https://t.co/ZkttelkfS0,BrentFrizzell,Me.,Pro-choice
FPMCK2P37RW2,5f840557-984b-4c2d-8c6c-28ae03fa5d18,5478d2be-5d22-4b46-9d3c-2a9f16ca5240,false,,1540784596719177728,"good morning, the supreme court overturning roe v wade is literally unconstitutional",1989GRAYSON,DC + taylor swift • #1 man kisser,Pro-choice
AMXMPYF9CYAJ,69f9d87f-a22c-448a-8535-24eb89fe11fc,54a7894c-9b59-4e5c-bf7a-28c2635ec9b5,false,,1540795827760668673,@tdzarnick @GeneralBrnovich One chance to tell me.   Who actually NEEDS an abortion.    Go.,dude60631229,R,Pro-life
7R2NKCJQNXPP,2d65a010-3e01-474c-8147-3493e6fea465,54dd0908-7979-4fa0-9426-fc8fa7de36da,false,,1540795917548212224,@AlinejadMasih Roe V Wade was always bad law. It has simply been returned to the States and can now be decided on b… https://t.co/IlxnTudmtv,Elizabe89073728,I love The USA Followed by @ACTforAmerica No DMs,Pro-life
FPMCK2P37RW2,c457fecb-8652-4f32-b99b-d5e452ea91c5,54e8436a-d9e5-4830-9649-0407b3b0cba2,false,,1540796232829919235,"Why don’t the fathers pay for the abortion and/or travel expense instead of companies? 

These deadbeats were a maj… https://t.co/FzhdLKPV99",saj9291113,"if you’re trying to insult me, it’s because you don’t know how to confront my ideas. twitter degrees in medicine, business, accounting, law, animal husbandry.",Pro-choice
X6P6DQRXD62A,03aaccd3-8420-49f9-9985-bd8ba01de30b,55192b37-eaef-4b36-a7f6-caff48fc9729,false,,1540795892621406210,"#AbortionRights First they came for immigrants in detention facilities..
now it's ALL women. 
What we allow for one… https://t.co/n0CQ7XqWGL",AmybeTravelling,"#IStandWithUkraine #WalterReport #StandWithUkraine #MriyaAid   #SlavaUkraini #IDidntReport
https://t.co/69rg56NJDo…",Pro-choice
WFRWYPY7XZJ9,405a6176-3c80-4ac0-b21e-7b0f4a5f9224,556c0146-c504-49fa-af7c-973e2a5d6eb9,false,,1540794033030717440,It sucks that the day of so many pride parades that Roe v Wade being revoked was announced. So many parades were ri… https://t.co/foTfY0Ed29,bellaouille,connoisseur of all things glow in the dark,Pro-choice
7R2NKCJQNXPP,31fe1404-2ecf-4cf5-9f7c-be3ec429c6ef,55c87223-7000-4dbf-9984-172b090e531f,false,,1540794197929869312,not so sad having to remove a former liberal and former friend because she only supports the overturning roe v wade… https://t.co/7kN2LSefEG,perlaeg4,look good feel good do good 💋,Pro-choice
VHYWA473JMK3,6507ffa4-d622-4c43-b3b2-58506c5ce0b7,565e4750-99ec-47e2-919b-1dbb4f417ede,false,,1540784416942866433,Opinion | The incredible hypocrisy of Christian 'religious freedom' rhetoric after Roe https://t.co/Izrnc3SdBk via @msnbc,FlashBabboo,"Retiree with Opinions, Lotsa Opinions",Pro-choice
2AZWNZRTVACE,34eef991-cd62-4848-89da-f76e15bd4798,5689a768-19fe-4957-89ea-150489baeefd,false,,1540784537952669696,"@websurvivor @davidhogg111 The way Justice Ginsburg saw it, Roe v. Wade was focused on the wrong argument.. restric… https://t.co/G4mucFuCsG",chozengyrl,,Pro-choice
Z6J69GNZYEXY,bc1914bf-f42d-409e-902c-44c86769db4c,56e0f0ab-1df2-47e8-b29a-0c6e4d8186b8,false,,1540796937888075776,We all knew @SenSusanCollins was being to gullible during Supreme Court Confirmation hearings. Now she finally says… https://t.co/Kin0yefUNP,RandyHolder205,"Dad, lover of the sea, boating, fishing,  Florida/Caribbean,🌴
Parrott Head,
No Shoes Nation,

The Cubs!
Anti-Tea Party, 
#CountryB4Party🌊",Pro-choice
FPMCK2P37RW2,bb502596-9106-43d3-9977-92581875747e,56fd7d94-bb63-46a3-b1e7-b285a6a8ccc5,false,,1540795845406142464,"@Acyn You know what else is typical? Moving the other direction. In fact, the data says moving from anti abortion t… https://t.co/MfH2vW2uRk",ExOklahoma,"Liberal viewpoints from a reformed conservative. Born and raised in Oklahoma; in Seattle since '95.
Everything is greener in Seattle, especially the politics...",Pro-choice
R7XYZ4FKMFF9,d1ff0fe9-23b1-429b-878f-250a3c1c7878,571a4edb-e460-42e2-8283-be463b274880,false,,1540796307387797504,"As other states ban abortion, CT gears up for an influx of patients. Because in CT Women Matter!! https://t.co/coe44N17Ir",Mrsdaig,Sweets you couldn't ignore me if you Tried... Breakfast club 1985,Pro-choice
